index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz], fan.speed [%], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate,memory_total(MiB),memory_free(MiB),memory_used(MiB)
0, 2022/05/12 14:34:59.435, 163.88 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],39%,6%,35, P0,32510,29586,2924
1, 2022/05/12 14:34:59.437, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:34:59.439, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:34:59.441, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:34:59.443, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:34:59.445, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:34:59.447, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:34:59.449, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:04.451, 65.70 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],42%,5%,34, P0,32510,29586,2924
1, 2022/05/12 14:35:04.453, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:35:04.456, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:04.458, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:04.460, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:35:04.462, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:04.464, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:04.466, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:09.468, 77.36 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],30%,2%,35, P0,32510,29586,2924
1, 2022/05/12 14:35:09.470, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:35:09.472, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:09.474, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:09.476, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:35:09.478, 41.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:09.481, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:09.483, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:14.485, 64.73 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],45%,6%,34, P0,32510,29586,2924
1, 2022/05/12 14:35:14.487, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:35:14.489, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:14.491, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:14.493, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:35:14.494, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:14.496, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:14.498, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:19.501, 131.99 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],43%,4%,35, P0,32510,29512,2998
1, 2022/05/12 14:35:19.502, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:35:19.504, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:19.506, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:19.508, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:35:19.510, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:19.512, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:19.514, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:24.516, 66.67 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],43%,7%,34, P0,32510,29512,2998
1, 2022/05/12 14:35:24.518, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:35:24.520, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:24.522, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:24.524, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:35:24.525, 41.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:24.527, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:24.529, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:29.531, 67.16 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],47%,7%,34, P0,32510,29512,2998
1, 2022/05/12 14:35:29.533, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:35:29.535, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:29.537, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:29.539, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
5, 2022/05/12 14:35:29.541, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:29.543, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:29.545, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:34.548, 67.16 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],45%,8%,34, P0,32510,29512,2998
1, 2022/05/12 14:35:34.549, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:35:34.551, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:34.554, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:34.556, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:35:34.558, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:34.560, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:34.562, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:39.564, 129.56 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],44%,6%,34, P0,32510,29512,2998
1, 2022/05/12 14:35:39.566, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:35:39.568, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:39.570, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:39.572, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:35:39.574, 41.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:39.576, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:39.578, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:44.580, 188.58 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],68%,17%,37, P0,32510,29512,2998
1, 2022/05/12 14:35:44.582, 39.93 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:35:44.584, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:44.586, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:44.588, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:35:44.590, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:44.591, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:44.594, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:49.596, 102.55 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],64%,15%,38, P0,32510,29512,2998
1, 2022/05/12 14:35:49.598, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:35:49.600, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:49.602, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:49.604, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:35:49.606, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:49.608, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:49.610, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:54.612, 176.35 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],63%,16%,38, P0,32510,29512,2998
1, 2022/05/12 14:35:54.614, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:35:54.616, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:54.618, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:54.620, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:35:54.622, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:54.624, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:54.626, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:35:59.628, 105.46 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],56%,15%,38, P0,32510,29512,2998
1, 2022/05/12 14:35:59.630, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:35:59.632, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:35:59.634, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:35:59.635, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
5, 2022/05/12 14:35:59.637, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:35:59.639, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:35:59.641, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:04.643, 126.25 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],62%,17%,38, P0,32510,29512,2998
1, 2022/05/12 14:36:04.645, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:36:04.647, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:04.649, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:04.651, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
5, 2022/05/12 14:36:04.653, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:04.655, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:04.657, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:09.659, 180.35 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],65%,16%,39, P0,32510,29512,2998
1, 2022/05/12 14:36:09.661, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:36:09.663, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:09.665, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:09.667, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:36:09.669, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:09.671, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:09.673, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:14.675, 126.17 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],60%,17%,38, P0,32510,29512,2998
1, 2022/05/12 14:36:14.677, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:36:14.679, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:14.681, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:14.683, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:36:14.686, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:14.689, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:14.691, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:19.694, 107.40 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],61%,16%,39, P0,32510,29512,2998
1, 2022/05/12 14:36:19.696, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:36:19.698, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:19.700, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:19.702, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:36:19.704, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:19.706, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:19.707, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:24.710, 65.21 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],31%,3%,36, P0,32510,29512,2998
1, 2022/05/12 14:36:24.712, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:36:24.715, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:24.717, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:24.719, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:36:24.721, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:24.723, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:24.724, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:29.727, 65.21 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],39%,6%,35, P0,32510,29512,2998
1, 2022/05/12 14:36:29.729, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:36:29.731, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:29.733, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:29.735, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:36:29.738, 41.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:29.740, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:29.742, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:34.746, 79.30 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],40%,4%,36, P0,32510,29512,2998
1, 2022/05/12 14:36:34.747, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:36:34.749, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:34.751, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:34.753, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
5, 2022/05/12 14:36:34.755, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:34.757, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:34.759, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:39.761, 78.82 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],39%,6%,35, P0,32510,29512,2998
1, 2022/05/12 14:36:39.763, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,32, P0,32510,32510,0
2, 2022/05/12 14:36:39.766, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:39.768, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:39.770, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:36:39.772, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:39.774, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:39.776, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:44.778, 66.67 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],24%,3%,35, P0,32510,29512,2998
1, 2022/05/12 14:36:44.780, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:36:44.782, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:44.784, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:44.786, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:36:44.788, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:44.790, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:44.792, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:49.794, 73.96 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],29%,5%,35, P0,32510,29512,2998
1, 2022/05/12 14:36:49.796, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:36:49.798, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:49.800, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:49.801, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:36:49.803, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:49.805, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:49.809, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:54.811, 66.67 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],40%,7%,34, P0,32510,29512,2998
1, 2022/05/12 14:36:54.813, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:36:54.815, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:54.817, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:54.819, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:36:54.821, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:36:54.823, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:36:54.825, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:36:59.827, 114.12 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],31%,5%,34, P0,32510,29512,2998
1, 2022/05/12 14:36:59.829, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:36:59.831, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:36:59.833, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:36:59.836, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
